,class,name,training_label
801,LYMPHOMA,14_1,0
802,LYMPHOMA,941_1,2
803,LYMPHOMA,524,3
804,LYMPHOMA,413_2,1
805,LYMPHOMA,834,4
806,LYMPHOMA,39,2
807,LYMPHOMA,616_1,4
808,LYMPHOMA,899_1,0
809,LYMPHOMA,119,1
810,LYMPHOMA,602,4
811,LYMPHOMA,166_1,2
812,LYMPHOMA,928_1,3
813,LYMPHOMA,231_0,3
814,LYMPHOMA,446_0,2
815,LYMPHOMA,602_2,3
816,LYMPHOMA,976_1,-1
817,LYMPHOMA,44_1,-1
818,LYMPHOMA,126_2,0
819,LYMPHOMA,371_2,1
820,LYMPHOMA,371_0,1
821,LYMPHOMA,6,2
822,LYMPHOMA,158_0,0
823,LYMPHOMA,185,1
824,LYMPHOMA,272_2,4
825,LYMPHOMA,723_0,-1
826,LYMPHOMA,966,1
827,LYMPHOMA,661_2,4
828,LYMPHOMA,315_0,1
829,LYMPHOMA,379,0
830,LYMPHOMA,272,2
831,LYMPHOMA,46_0,4
832,LYMPHOMA,374,2
833,LYMPHOMA,119_1,3
834,LYMPHOMA,118_1,0
835,LYMPHOMA,52_0,0
836,LYMPHOMA,697_1,2
837,LYMPHOMA,566_2,3
838,LYMPHOMA,940_1,3
839,LYMPHOMA,118_0,4
840,LYMPHOMA,390_2,0
841,LYMPHOMA,392_1,1
842,LYMPHOMA,786_0,3
843,LYMPHOMA,999_2,3
844,LYMPHOMA,939_0,4
845,LYMPHOMA,663_2,3
846,LYMPHOMA,45,0
847,LYMPHOMA,675_2,0
848,LYMPHOMA,160_1,-1
849,LYMPHOMA,921_0,3
850,LYMPHOMA,711,3
851,LYMPHOMA,966_0,2
852,LYMPHOMA,684_2,2
853,LYMPHOMA,759_1,1
854,LYMPHOMA,98_1,1
855,LYMPHOMA,641_2,3
856,LYMPHOMA,152_0,3
857,LYMPHOMA,231_2,4
858,LYMPHOMA,602_0,4
859,LYMPHOMA,6_0,2
860,LYMPHOMA,29,3
861,LYMPHOMA,616_0,4
862,LYMPHOMA,590_2,2
863,LYMPHOMA,230,0
864,LYMPHOMA,1010_2,2
865,LYMPHOMA,834_2,4
866,LYMPHOMA,49,1
867,LYMPHOMA,1002_2,3
868,LYMPHOMA,158,1
869,LYMPHOMA,24_2,0
870,LYMPHOMA,1010_0,0
871,LYMPHOMA,675_0,1
872,LYMPHOMA,72_2,-1
873,LYMPHOMA,541_2,0
874,LYMPHOMA,496,3
875,LYMPHOMA,44,0
876,LYMPHOMA,976_2,2
877,LYMPHOMA,400,4
878,LYMPHOMA,72_1,4
879,LYMPHOMA,939,4
880,LYMPHOMA,256_0,1
881,LYMPHOMA,235_0,1
882,LYMPHOMA,517_0,0
883,LYMPHOMA,496_1,3
884,LYMPHOMA,50_2,1
885,LYMPHOMA,6_1,2
886,LYMPHOMA,349_0,4
887,LYMPHOMA,160,0
888,LYMPHOMA,58_2,-1
889,LYMPHOMA,541,2
890,LYMPHOMA,967_1,3
891,LYMPHOMA,641,2
892,LYMPHOMA,256_2,2
893,LYMPHOMA,303,3
894,LYMPHOMA,339_2,2
895,LYMPHOMA,319,-1
896,LYMPHOMA,461,4
897,LYMPHOMA,731_1,2
898,LYMPHOMA,666_2,1
899,LYMPHOMA,928_2,2
900,LYMPHOMA,645_2,2
901,LYMPHOMA,145_0,1
902,LYMPHOMA,404_1,3
903,LYMPHOMA,303_2,0
904,LYMPHOMA,230_2,2
905,LYMPHOMA,889_0,2
906,LYMPHOMA,70_0,3
907,LYMPHOMA,372,-1
908,LYMPHOMA,911,2
909,LYMPHOMA,388_2,4
910,LYMPHOMA,177_0,-1
911,LYMPHOMA,806,3
912,LYMPHOMA,767,4
913,LYMPHOMA,30_2,-1
914,LYMPHOMA,582_2,0
915,LYMPHOMA,128_0,2
916,LYMPHOMA,759,2
917,LYMPHOMA,602_1,3
918,LYMPHOMA,938_1,1
919,LYMPHOMA,29_1,4
920,LYMPHOMA,413_1,0
921,LYMPHOMA,177_1,-1
922,LYMPHOMA,108_1,-1
923,LYMPHOMA,418_1,2
924,LYMPHOMA,71,-1
925,LYMPHOMA,888_0,1
926,LYMPHOMA,6_2,0
927,LYMPHOMA,940,-1
928,LYMPHOMA,106,2
929,LYMPHOMA,71_2,3
930,LYMPHOMA,531_0,0
931,LYMPHOMA,372_0,2
932,LYMPHOMA,35,0
933,LYMPHOMA,470_1,4
934,LYMPHOMA,707_0,1
935,LYMPHOMA,50_0,1
936,LYMPHOMA,767_0,0
937,LYMPHOMA,951_1,2
938,LYMPHOMA,723,1
939,LYMPHOMA,262_0,-1
940,LYMPHOMA,524_0,0
941,LYMPHOMA,941_0,2
942,LYMPHOMA,86_1,2
943,LYMPHOMA,834_0,3
944,LYMPHOMA,663_0,1
945,LYMPHOMA,951_0,4
946,LYMPHOMA,45_2,1
947,LYMPHOMA,272_0,1
948,LYMPHOMA,545,0
949,LYMPHOMA,843_0,2
950,LYMPHOMA,145,0
951,LYMPHOMA,461_2,4
952,LYMPHOMA,315_1,1
953,LYMPHOMA,158_1,-1
954,LYMPHOMA,566_1,4
955,LYMPHOMA,878_2,3
956,LYMPHOMA,282_2,1
957,LYMPHOMA,886,2
958,LYMPHOMA,912_2,1
959,LYMPHOMA,1010,0
960,LYMPHOMA,999,0
961,LYMPHOMA,684,0
962,LYMPHOMA,767_2,3
963,LYMPHOMA,899,4
964,LYMPHOMA,272_1,2
965,LYMPHOMA,16,4
966,LYMPHOMA,1003_1,0
967,LYMPHOMA,70_1,2
968,LYMPHOMA,282,0
969,LYMPHOMA,781,0
970,LYMPHOMA,336_0,2
971,LYMPHOMA,86_0,2
972,LYMPHOMA,731_2,1
973,LYMPHOMA,781_1,4
974,LYMPHOMA,44_0,0
975,LYMPHOMA,349_1,3
976,LYMPHOMA,126_1,3
977,LYMPHOMA,786,-1
978,LYMPHOMA,408_0,3
979,LYMPHOMA,185_2,4
980,LYMPHOMA,971_1,4
981,LYMPHOMA,913,0
982,LYMPHOMA,353_1,4
983,LYMPHOMA,58_1,4
984,LYMPHOMA,938_0,1
985,LYMPHOMA,128,2
986,LYMPHOMA,645,3
987,LYMPHOMA,339_1,4
988,LYMPHOMA,235_1,3
989,LYMPHOMA,912_0,3
990,LYMPHOMA,348_0,3
991,LYMPHOMA,684_0,4
992,LYMPHOMA,348,2
993,LYMPHOMA,306_0,2
994,LYMPHOMA,319_0,1
995,LYMPHOMA,924_1,4
996,LYMPHOMA,223,2
997,LYMPHOMA,16_1,4
998,LYMPHOMA,126_0,1
999,LYMPHOMA,971,4
1000,LYMPHOMA,888_1,3
1001,LYMPHOMA,235_2,2
1002,LYMPHOMA,262,4
1003,LYMPHOMA,695,2
1004,LYMPHOMA,938_2,4
1005,LYMPHOMA,379_2,0
1006,LYMPHOMA,117_1,0
1007,LYMPHOMA,886_0,1
1008,LYMPHOMA,166,1
1009,LYMPHOMA,461_1,2
1010,LYMPHOMA,786_1,0
1011,LYMPHOMA,16_2,4
1012,LYMPHOMA,911_2,0
1013,LYMPHOMA,388_1,0
1014,LYMPHOMA,39_1,2
1015,LYMPHOMA,921_2,0
1016,LYMPHOMA,443_1,0
1017,LYMPHOMA,517,4
1018,LYMPHOMA,154,1
1019,LYMPHOMA,110_1,-1
1020,LYMPHOMA,230_1,4
1021,LYMPHOMA,418,2
1022,LYMPHOMA,380_2,2
1023,LYMPHOMA,235,2
1024,LYMPHOMA,108_2,0
1025,LYMPHOMA,349_2,4
1026,LYMPHOMA,361_2,3
1027,LYMPHOMA,531,3
1028,LYMPHOMA,349,2
1029,LYMPHOMA,999_0,4
1030,LYMPHOMA,390_1,1
1031,LYMPHOMA,14_0,1
1032,LYMPHOMA,72_0,0
1033,LYMPHOMA,999_1,4
1034,LYMPHOMA,322_0,1
1035,LYMPHOMA,282_1,1
1036,LYMPHOMA,126,2
1037,LYMPHOMA,71_0,0
1038,LYMPHOMA,832,1
1039,LYMPHOMA,223_2,1
1040,LYMPHOMA,800_2,3
1041,LYMPHOMA,531_2,1
1042,LYMPHOMA,924_0,0
1043,LYMPHOMA,566_0,0
1044,LYMPHOMA,759_2,0
1045,LYMPHOMA,641_1,-1
1046,LYMPHOMA,928_0,2
1047,LYMPHOMA,322,1
1048,LYMPHOMA,165_1,1
1049,LYMPHOMA,966_1,0
1050,LYMPHOMA,223_1,2
1051,LYMPHOMA,884,3
1052,LYMPHOMA,1003_2,0
1053,LYMPHOMA,108,3
1054,LYMPHOMA,45_1,4
1055,LYMPHOMA,470_2,3
1056,LYMPHOMA,14,-1
1057,LYMPHOMA,707_2,1
1058,LYMPHOMA,372_1,0
1059,LYMPHOMA,86_2,4
1060,LYMPHOMA,612_2,-1
1061,LYMPHOMA,661_1,-1
1062,LYMPHOMA,152_2,0
1063,LYMPHOMA,823_2,3
1064,LYMPHOMA,24,4
1065,LYMPHOMA,536_2,1
1066,LYMPHOMA,49_2,2
1067,LYMPHOMA,35_1,4
1068,LYMPHOMA,695_2,3
1069,LYMPHOMA,110,3
1070,LYMPHOMA,443,0
1071,LYMPHOMA,582_1,2
1072,LYMPHOMA,566,3
1073,LYMPHOMA,52_1,3
1074,LYMPHOMA,800_1,0
1075,LYMPHOMA,152,3
1076,LYMPHOMA,446_1,-1
1077,LYMPHOMA,35_2,3
1078,LYMPHOMA,160_0,0
1079,LYMPHOMA,655_0,2
1080,LYMPHOMA,106_1,0
1081,LYMPHOMA,661_0,3
1082,LYMPHOMA,612_0,4
1083,LYMPHOMA,723_2,3
1084,LYMPHOMA,1003,3
1085,LYMPHOMA,322_1,2
1086,LYMPHOMA,790_2,3
1087,LYMPHOMA,154_1,1
1088,LYMPHOMA,282_0,3
1089,LYMPHOMA,446_2,3
1090,LYMPHOMA,731,2
1091,LYMPHOMA,517_1,4
1092,LYMPHOMA,663_1,1
1093,LYMPHOMA,582_0,4
1094,LYMPHOMA,145_1,3
1095,LYMPHOMA,899_2,4
1096,LYMPHOMA,1003_0,3
1097,LYMPHOMA,517_2,2
1098,LYMPHOMA,966_2,3
1099,LYMPHOMA,886_2,1
1100,LYMPHOMA,256_1,2
1101,LYMPHOMA,339,2
1102,LYMPHOMA,843_1,2
1103,LYMPHOMA,582,4
1104,LYMPHOMA,336_1,4
1105,LYMPHOMA,165,3
1106,LYMPHOMA,39_2,4
1107,LYMPHOMA,16_0,3
1108,LYMPHOMA,938,-1
1109,LYMPHOMA,545_0,-1
1110,LYMPHOMA,823_0,0
1111,LYMPHOMA,30,2
1112,LYMPHOMA,154_0,1
1113,LYMPHOMA,24_1,1
1114,LYMPHOMA,86,1
1115,LYMPHOMA,607_2,0
1116,LYMPHOMA,545_1,2
1117,LYMPHOMA,418_2,-1
1118,LYMPHOMA,128_1,4
1119,LYMPHOMA,303_0,2
1120,LYMPHOMA,940_0,-1
1121,LYMPHOMA,404_2,-1
1122,LYMPHOMA,707_1,0
1123,LYMPHOMA,58,4
1124,LYMPHOMA,374_1,0
1125,LYMPHOMA,684_1,1
1126,LYMPHOMA,160_2,1
1127,LYMPHOMA,256,3
1128,LYMPHOMA,165_2,-1
1129,LYMPHOMA,353,-1
1130,LYMPHOMA,382_1,3
1131,LYMPHOMA,655_1,3
1132,LYMPHOMA,697_2,-1
1133,LYMPHOMA,408_1,2
1134,LYMPHOMA,781_2,0
1135,LYMPHOMA,768,4
1136,LYMPHOMA,800_0,1
1137,LYMPHOMA,315_2,3
1138,LYMPHOMA,404_0,0
1139,LYMPHOMA,878_0,4
1140,LYMPHOMA,154_2,1
1141,LYMPHOMA,392_2,2
1142,LYMPHOMA,339_0,2
1143,LYMPHOMA,70_2,4
1144,LYMPHOMA,889_2,4
1145,LYMPHOMA,899_0,1
1146,LYMPHOMA,443_2,4
1147,LYMPHOMA,50_1,-1
1148,LYMPHOMA,46_2,4
1149,LYMPHOMA,1010_1,3
1150,LYMPHOMA,35_0,1
1151,LYMPHOMA,108_0,2
1152,LYMPHOMA,117_0,0
1153,LYMPHOMA,37_1,1
1154,LYMPHOMA,382_0,2
1155,LYMPHOMA,336,0
1156,LYMPHOMA,280_2,0
1157,LYMPHOMA,50,4
1158,LYMPHOMA,98_0,2
1159,LYMPHOMA,541_0,-1
1160,LYMPHOMA,924_2,0
1161,LYMPHOMA,98_2,1
1162,LYMPHOMA,971_2,0
1163,LYMPHOMA,119_2,4
1164,LYMPHOMA,46_1,4
1165,LYMPHOMA,262_1,3
1166,LYMPHOMA,322_2,2
1167,LYMPHOMA,303_1,0
1168,LYMPHOMA,70,4
1169,LYMPHOMA,843_2,2
1170,LYMPHOMA,496_0,3
1171,LYMPHOMA,886_1,2
1172,LYMPHOMA,645_1,2
1173,LYMPHOMA,531_1,-1
1174,LYMPHOMA,666,3
1175,LYMPHOMA,951_2,3
1176,LYMPHOMA,912,1
1177,LYMPHOMA,697_0,4
1178,LYMPHOMA,392,2
1179,LYMPHOMA,607,0
1180,LYMPHOMA,790_0,0
1181,LYMPHOMA,165_0,1
1182,LYMPHOMA,408_2,-1
1183,LYMPHOMA,888_2,3
1184,LYMPHOMA,884_1,3
1185,LYMPHOMA,52,4
1186,LYMPHOMA,573_0,2
1187,LYMPHOMA,117,1
1188,LYMPHOMA,843,1
1189,LYMPHOMA,72,-1
1190,LYMPHOMA,832_0,3
1191,LYMPHOMA,800,1
1192,LYMPHOMA,117_2,0
1193,LYMPHOMA,612,3
1194,LYMPHOMA,590_1,1
1195,LYMPHOMA,1002_0,1
1196,LYMPHOMA,675,1
1197,LYMPHOMA,230_0,4
1198,LYMPHOMA,967_0,3
1199,LYMPHOMA,280_0,3
1200,LYMPHOMA,404,0
1201,LYMPHOMA,166_2,2
1202,LYMPHOMA,348_1,4
1203,LYMPHOMA,967_2,3
1204,LYMPHOMA,889_1,3
1205,LYMPHOMA,24_0,2
1206,LYMPHOMA,973_2,1
1207,LYMPHOMA,388_0,1
1208,LYMPHOMA,348_2,0
1209,LYMPHOMA,185_1,1
1210,LYMPHOMA,973,0
1211,LYMPHOMA,71_1,4
1212,LYMPHOMA,106_0,3
1213,LYMPHOMA,37,2
1214,LYMPHOMA,353_2,0
1215,LYMPHOMA,185_0,0
1216,LYMPHOMA,37_0,2
1217,LYMPHOMA,461_0,4
1218,LYMPHOMA,884_2,-1
1219,LYMPHOMA,524_2,0
1220,LYMPHOMA,319_2,4
1221,LYMPHOMA,697,3
1222,LYMPHOMA,928,3
1223,LYMPHOMA,98,0
1224,LYMPHOMA,655,4
1225,LYMPHOMA,912_1,1
1226,LYMPHOMA,52_2,1
1227,LYMPHOMA,941_2,4
1228,LYMPHOMA,911_1,3
1229,LYMPHOMA,470,-1
1230,LYMPHOMA,536,1
1231,LYMPHOMA,834_1,3
1232,LYMPHOMA,388,4
1233,LYMPHOMA,641_0,1
1234,LYMPHOMA,940_2,1
1235,LYMPHOMA,768_1,0
1236,LYMPHOMA,400_1,4
1237,LYMPHOMA,536_1,4
1238,LYMPHOMA,921,3
1239,LYMPHOMA,380_0,1
1240,LYMPHOMA,832_2,0
1241,LYMPHOMA,939_2,1
1242,LYMPHOMA,711_2,1
1243,LYMPHOMA,110_0,1
1244,LYMPHOMA,878_1,4
1245,LYMPHOMA,723_1,4
1246,LYMPHOMA,806_2,3
1247,LYMPHOMA,379_1,4
1248,LYMPHOMA,536_0,-1
1249,LYMPHOMA,177_2,1
1250,LYMPHOMA,49_1,-1
1251,LYMPHOMA,432,3
1252,MELANOMA,905_1,2
1253,MELANOMA,972_0,0
1254,MELANOMA,985,1
1255,MELANOMA,111_1,-1
1256,MELANOMA,708_1,2
1257,MELANOMA,192_2,0
1258,MELANOMA,330,0
1259,MELANOMA,719_2,0
1260,MELANOMA,486_0,4
1261,MELANOMA,946_0,4
1262,MELANOMA,952,1
1263,MELANOMA,855_0,0
1264,MELANOMA,758_2,0
1265,MELANOMA,187,1
1266,MELANOMA,865_0,3
1267,MELANOMA,151_0,2
1268,MELANOMA,301,-1
1269,MELANOMA,330_2,0
1270,MELANOMA,159_2,3
1271,MELANOMA,856_0,4
1272,MELANOMA,373,1
1273,MELANOMA,344,3
1274,MELANOMA,620_2,1
1275,MELANOMA,549,2
1276,MELANOMA,187_1,0
1277,MELANOMA,344_1,2
1278,MELANOMA,569_0,-1
1279,MELANOMA,647_0,3
1280,MELANOMA,865_1,-1
1281,MELANOMA,626_2,4
1282,MELANOMA,112_2,1
1283,MELANOMA,614_2,4
1284,MELANOMA,439_0,2
1285,MELANOMA,316_1,-1
1286,MELANOMA,402_2,4
1287,MELANOMA,1006,1
1288,MELANOMA,864_2,1
1289,MELANOMA,972_2,2
1290,MELANOMA,89_0,3
1291,MELANOMA,441_1,4
1292,MELANOMA,862,-1
1293,MELANOMA,980_2,-1
1294,MELANOMA,284,0
1295,MELANOMA,420,0
1296,MELANOMA,988_1,0
1297,MELANOMA,189_2,4
1298,MELANOMA,881_2,2
1299,MELANOMA,237_2,2
1300,MELANOMA,554_1,0
1301,MELANOMA,215,2
1302,MELANOMA,8_0,1
1303,MELANOMA,237,4
1304,MELANOMA,344_2,-1
1305,MELANOMA,462_1,3
1306,MELANOMA,263_1,0
1307,MELANOMA,848_1,0
1308,MELANOMA,492_1,3
1309,MELANOMA,330_1,3
1310,MELANOMA,191_2,-1
1311,MELANOMA,754,1
1312,MELANOMA,163_2,1
1313,MELANOMA,155_2,1
1314,MELANOMA,881_1,4
1315,MELANOMA,354_0,0
1316,MELANOMA,580_1,0
1317,MELANOMA,333_0,4
1318,MELANOMA,1_1,1
1319,MELANOMA,109_0,2
1320,MELANOMA,56_0,0
1321,MELANOMA,287,2
1322,MELANOMA,743_0,1
1323,MELANOMA,48_0,2
1324,MELANOMA,453_0,4
1325,MELANOMA,854_2,2
1326,MELANOMA,735_0,-1
1327,MELANOMA,384_1,2
1328,MELANOMA,53,2
1329,MELANOMA,557_1,1
1330,MELANOMA,934_2,0
1331,MELANOMA,674,0
1332,MELANOMA,584_1,3
1333,MELANOMA,754_1,2
1334,MELANOMA,714_0,1
1335,MELANOMA,743_2,0
1336,MELANOMA,812,1
1337,MELANOMA,268,0
1338,MELANOMA,88_2,3
1339,MELANOMA,998_2,1
1340,MELANOMA,952_1,0
1341,MELANOMA,478_1,1
1342,MELANOMA,109_2,2
1343,MELANOMA,56_2,3
1344,MELANOMA,841_0,0
1345,MELANOMA,980_0,0
1346,MELANOMA,873_2,4
1347,MELANOMA,54_0,4
1348,MELANOMA,852_1,1
1349,MELANOMA,81,0
1350,MELANOMA,643,4
1351,MELANOMA,970_2,3
1352,MELANOMA,611_0,2
1353,MELANOMA,440_2,3
1354,MELANOMA,543,4
1355,MELANOMA,109,3
1356,MELANOMA,111,2
1357,MELANOMA,998_0,2
1358,MELANOMA,105_2,2
1359,MELANOMA,91_2,0
1360,MELANOMA,852,-1
1361,MELANOMA,215_2,0
1362,MELANOMA,186,3
1363,MELANOMA,719_1,1
1364,MELANOMA,163_0,0
1365,MELANOMA,970,4
1366,MELANOMA,276_1,-1
1367,MELANOMA,943_1,1
1368,MELANOMA,554_2,1
1369,MELANOMA,620_0,0
1370,MELANOMA,901_2,-1
1371,MELANOMA,719,2
1372,MELANOMA,426_2,0
1373,MELANOMA,32_1,2
1374,MELANOMA,792_2,2
1375,MELANOMA,20_2,4
1376,MELANOMA,288,1
1377,MELANOMA,481_1,1
1378,MELANOMA,22,3
1379,MELANOMA,855_2,-1
1380,MELANOMA,867,3
1381,MELANOMA,268_2,-1
1382,MELANOMA,187_2,3
1383,MELANOMA,855_1,0
1384,MELANOMA,793_2,0
1385,MELANOMA,943,0
1386,MELANOMA,568_1,4
1387,MELANOMA,316,1
1388,MELANOMA,55_2,4
1389,MELANOMA,539_1,2
1390,MELANOMA,130_2,0
1391,MELANOMA,310_1,2
1392,MELANOMA,646_1,3
1393,MELANOMA,970_1,4
1394,MELANOMA,714_1,4
1395,MELANOMA,244_1,4
1396,MELANOMA,51_1,3
1397,MELANOMA,65,-1
1398,MELANOMA,454_0,0
1399,MELANOMA,179,3
1400,MELANOMA,123_1,-1
1401,MELANOMA,683_2,2
1402,MELANOMA,480,0
1403,MELANOMA,190_2,2
1404,MELANOMA,441_2,-1
1405,MELANOMA,192,4
1406,MELANOMA,245_2,2
1407,MELANOMA,871_1,3
1408,MELANOMA,457_2,3
1409,MELANOMA,946_1,-1
1410,MELANOMA,148_2,1
1411,MELANOMA,871_2,0
1412,MELANOMA,191_1,3
1413,MELANOMA,643_0,0
1414,MELANOMA,22_1,2
1415,MELANOMA,489,4
1416,MELANOMA,852_2,3
1417,MELANOMA,478_0,0
1418,MELANOMA,276,4
1419,MELANOMA,848_2,-1
1420,MELANOMA,626,3
1421,MELANOMA,882,1
1422,MELANOMA,812_2,4
1423,MELANOMA,290,2
1424,MELANOMA,638_0,3
1425,MELANOMA,192_0,0
1426,MELANOMA,270,4
1427,MELANOMA,276_0,0
1428,MELANOMA,229_2,0
1429,MELANOMA,748_0,2
1430,MELANOMA,758_0,3
1431,MELANOMA,700_2,2
1432,MELANOMA,647_1,3
1433,MELANOMA,735,1
1434,MELANOMA,856,3
1435,MELANOMA,301_1,0
1436,MELANOMA,333_2,0
1437,MELANOMA,863_0,0
1438,MELANOMA,974_1,2
1439,MELANOMA,906_0,1
1440,MELANOMA,741_0,2
1441,MELANOMA,55_0,4
1442,MELANOMA,741_2,3
1443,MELANOMA,557_0,1
1444,MELANOMA,558_0,4
1445,MELANOMA,1005,2
1446,MELANOMA,558_1,3
1447,MELANOMA,159_0,3
1448,MELANOMA,397_1,2
1449,MELANOMA,130,0
1450,MELANOMA,397,3
1451,MELANOMA,942_1,0
1452,MELANOMA,8,-1
1453,MELANOMA,868_1,3
1454,MELANOMA,419_0,2
1455,MELANOMA,901_1,2
1456,MELANOMA,249_2,4
1457,MELANOMA,620,2
1458,MELANOMA,848_0,0
1459,MELANOMA,743_1,4
1460,MELANOMA,105,-1
1461,MELANOMA,569,0
1462,MELANOMA,580_0,1
1463,MELANOMA,417_0,4
1464,MELANOMA,568_2,3
1465,MELANOMA,611_1,4
1466,MELANOMA,812_0,4
1467,MELANOMA,974,4
1468,MELANOMA,502_1,3
1469,MELANOMA,8_1,1
1470,MELANOMA,560,2
1471,MELANOMA,65_2,3
1472,MELANOMA,942_0,1
1473,MELANOMA,178_1,1
1474,MELANOMA,419_1,0
1475,MELANOMA,862_1,1
1476,MELANOMA,738,4
1477,MELANOMA,634_0,-1
1478,MELANOMA,252_0,1
1479,MELANOMA,457_0,1
1480,MELANOMA,265_0,3
1481,MELANOMA,454_1,3
1482,MELANOMA,287_2,3
1483,MELANOMA,310_0,2
1484,MELANOMA,440_0,2
1485,MELANOMA,419,1
1486,MELANOMA,190_1,-1
1487,MELANOMA,417_2,2
1488,MELANOMA,674_2,-1
1489,MELANOMA,972,2
1490,MELANOMA,453_2,1
1491,MELANOMA,600_1,3
1492,MELANOMA,474_1,3
1493,MELANOMA,626_0,3
1494,MELANOMA,352_0,0
1495,MELANOMA,580_2,1
1496,MELANOMA,809_0,2
1497,MELANOMA,841_2,4
1498,MELANOMA,856_1,3
1499,MELANOMA,643_2,1
1500,MELANOMA,709,1
1501,MELANOMA,539,3
1502,MELANOMA,502_2,2
1503,MELANOMA,709_2,3
1504,MELANOMA,547_0,4
1505,MELANOMA,617,0
1506,MELANOMA,862_2,0
1507,MELANOMA,148_0,-1
1508,MELANOMA,263_2,3
1509,MELANOMA,875,4
1510,MELANOMA,33_1,4
1511,MELANOMA,186_0,1
1512,MELANOMA,284_2,-1
1513,MELANOMA,384,4
1514,MELANOMA,985_2,1
1515,MELANOMA,53_1,2
1516,MELANOMA,88_1,3
1517,MELANOMA,68_0,4
1518,MELANOMA,192_1,2
1519,MELANOMA,901_0,-1
1520,MELANOMA,82_2,0
1521,MELANOMA,709_0,1
1522,MELANOMA,643_1,3
1523,MELANOMA,354_2,1
1524,MELANOMA,873_0,0
1525,MELANOMA,159,2
1526,MELANOMA,855,1
1527,MELANOMA,53_2,3
1528,MELANOMA,844,1
1529,MELANOMA,373_1,-1
1530,MELANOMA,105_1,3
1531,MELANOMA,187_0,-1
1532,MELANOMA,453_1,-1
1533,MELANOMA,854_1,1
1534,MELANOMA,584_0,1
1535,MELANOMA,56_1,0
1536,MELANOMA,1005_1,3
1537,MELANOMA,244,4
1538,MELANOMA,439_1,-1
1539,MELANOMA,812_1,3
1540,MELANOMA,905_0,3
1541,MELANOMA,947_0,2
1542,MELANOMA,584_2,0
1543,MELANOMA,268_0,-1
1544,MELANOMA,155_0,4
1545,MELANOMA,700_1,4
1546,MELANOMA,558_2,4
1547,MELANOMA,866_1,-1
1548,MELANOMA,998,2
1549,MELANOMA,658_1,3
1550,MELANOMA,522_2,0
1551,MELANOMA,123_0,4
1552,MELANOMA,708_0,2
1553,MELANOMA,568_0,1
1554,MELANOMA,748_1,2
1555,MELANOMA,426_1,3
1556,MELANOMA,947,0
1557,MELANOMA,33_2,4
1558,MELANOMA,674_0,3
1559,MELANOMA,123_2,1
1560,MELANOMA,580,4
1561,MELANOMA,547,4
1562,MELANOMA,465_0,4
1563,MELANOMA,373_2,3
1564,MELANOMA,648_2,1
1565,MELANOMA,32,2
1566,MELANOMA,943_2,3
1567,MELANOMA,480_1,3
1568,MELANOMA,868_0,1
1569,MELANOMA,59_2,4
1570,MELANOMA,820_0,1
1571,MELANOMA,511_1,3
1572,MELANOMA,155_1,3
1573,MELANOMA,90_1,0
1574,MELANOMA,755_2,1
1575,MELANOMA,88,2
1576,MELANOMA,68_1,4
1577,MELANOMA,20_1,4
1578,MELANOMA,965_0,4
1579,MELANOMA,179_2,1
1580,MELANOMA,658,3
1581,MELANOMA,809_1,0
1582,MELANOMA,252,4
1583,MELANOMA,218_0,4
1584,MELANOMA,88_0,1
1585,MELANOMA,1,4
1586,MELANOMA,569_1,2
1587,MELANOMA,930_0,0
1588,MELANOMA,539_2,3
1589,MELANOMA,1_0,2
1590,MELANOMA,68_2,1
1591,MELANOMA,186_1,3
1592,MELANOMA,284_1,3
1593,MELANOMA,646,-1
1594,MELANOMA,462_2,0
1595,MELANOMA,856_2,4
1596,MELANOMA,252_1,3
1597,MELANOMA,998_1,2
1598,MELANOMA,97_2,3
1599,MELANOMA,905,4
1600,MELANOMA,865_2,2
1601,MELANOMA,708_2,0
1602,MELANOMA,270_0,2
1603,MELANOMA,480_0,2
1604,MELANOMA,882_2,0
1605,MELANOMA,81_2,0
1606,MELANOMA,179_0,1
1607,MELANOMA,111_2,-1
1608,MELANOMA,700,0
1609,MELANOMA,868_2,0
1610,MELANOMA,557,-1
1611,MELANOMA,457_1,0
1612,MELANOMA,942,2
1613,MELANOMA,237_1,1
1614,MELANOMA,985_1,-1
1615,MELANOMA,502_0,-1
1616,MELANOMA,94,3
1617,MELANOMA,130_0,1
1618,MELANOMA,841,3
1619,MELANOMA,1005_2,2
1620,MELANOMA,384_2,4
1621,MELANOMA,591,0
1622,MELANOMA,617_2,-1
1623,MELANOMA,218,1
1624,MELANOMA,159_1,3
1625,MELANOMA,55,1
1626,MELANOMA,20,1
1627,MELANOMA,617_1,1
1628,MELANOMA,420_2,0
1629,MELANOMA,0_0,-1
1630,MELANOMA,906_2,2
1631,MELANOMA,502,3
1632,MELANOMA,265,3
1633,MELANOMA,901,2
1634,MELANOMA,112,0
1635,MELANOMA,59_0,1
1636,MELANOMA,864_0,3
1637,MELANOMA,163,-1
1638,MELANOMA,178_0,2
1639,MELANOMA,852_0,4
1640,MELANOMA,97_0,4
1641,MELANOMA,245_1,2
1642,MELANOMA,486_2,2
1643,MELANOMA,611,4
1644,MELANOMA,249_0,3
1645,MELANOMA,420_1,0
1646,MELANOMA,397_2,0
1647,MELANOMA,863,-1
1648,MELANOMA,683_1,1
1649,MELANOMA,287_0,0
1650,MELANOMA,854,3
